Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
10128,CA-2024-145338,11/02/2024,17/02/2024,First Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",107.83600462646258,2,0.5289499857992007,,Online,,
10129,CA-2024-160927,29/11/2024,30/11/2024,Second Class,TM-21010,Tamara Manning,Consumer,United States,Marion,Iowa,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",134.63359505036155,3,4.836827348773731,,Cards,,
10130,CA-2024-139304,07/12/2024,12/12/2024,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,122.97272749937,1,2.5206975277245767,,COD,,
10131,CA-2024-160927,24/09/2024,27/09/2024,Second Class,TM-21010,Tamara Manning,Consumer,United States,Marion,Iowa,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,121.51990525412519,2,6.546893907213385,,COD,,
10132,CA-2024-160927,29/11/2024,30/11/2024,Second Class,TM-21010,Tamara Manning,Consumer,United States,Marion,Iowa,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",155.29205231034666,1,3.861317030661461,,Cards,,
10133,US-2024-127341,05/07/2024,06/07/2024,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",117.24854729886329,4,-22.425770406955273,,COD,,
10134,CA-2024-121790,25/04/2024,28/04/2024,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,105.29337477499233,1,-49.39514062192216,,COD,,
10135,CA-2024-112725,07/04/2024,09/04/2024,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,156.57104387169213,1,-14.971002440497374,1.0,Cards,,
10136,CA-2024-164329,19/12/2024,25/12/2024,Same Day,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,150.9874131582776,2,6.856968438170458,,Cards,,
10137,CA-2024-104220,19/05/2024,25/05/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,236.99024287914932,3,55.55955807995859,,Online,,
10138,CA-2024-148999,13/08/2024,15/08/2024,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",468.609838326099,4,-68.73958436933124,,COD,,
10139,CA-2024-157273,27/04/2024,04/05/2024,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,675.0944681787628,4,67.01440417976329,,Cards,,
10140,CA-2024-121790,24/07/2024,30/07/2024,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2181.7407352799264,4,283.64573483332344,,COD,,
10141,CA-2024-112725,08/06/2024,10/06/2024,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",115.90611927911995,7,6.104274554310469,1.0,Online,,
10142,CA-2024-104220,16/12/2024,19/12/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,124.71272481387993,1,3.8000228093646906,,Online,,
10143,CA-2024-121790,02/10/2024,05/10/2024,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",114.78069679985514,2,3.4323383324083863,,COD,,
10144,CA-2024-112725,07/10/2024,14/10/2024,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,140.32517599197544,3,2.5817652687542973,1.0,COD,,
10145,CA-2024-104220,01/01/2024,07/01/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,126.66806968829623,2,9.700787059457264,,COD,,
10146,CA-2024-121790,22/12/2024,25/12/2024,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,132.1427653107743,4,2.878406523048408,,Online,,
10147,CA-2024-104220,23/03/2024,29/03/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",147.70602053345667,7,15.777481968110765,,Online,,
10148,CA-2024-104220,29/12/2024,31/12/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,141.78904621609314,2,12.061485070889422,,Online,,
10149,CA-2024-104220,24/11/2024,26/11/2024,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,181.48253585014717,5,18.428657595895732,,Online,,
10150,US-2024-164147,28/10/2024,04/11/2024,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,101.93207349025002,5,-12.607114690346108,,Cards,,
10151,CA-2024-161333,08/06/2024,11/06/2024,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",117.09258942824876,2,30.641493907650126,,COD,,
10152,CA-2024-128076,17/08/2024,20/08/2024,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,265.38590653228067,2,13.721483193329759,,COD,,
10153,CA-2024-128076,07/02/2024,12/02/2024,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",271.237266300877,2,44.088128204934065,,Online,,
10154,CA-2024-128076,26/02/2024,29/02/2024,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,268.57393428756785,2,11.031301829927678,,Online,,
10155,CA-2024-161333,04/05/2024,06/05/2024,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,334.70899755859057,4,17.01626820233534,,COD,,
10156,US-2024-164147,17/06/2024,19/06/2024,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,2342.968237186737,2,31.976366130757064,,Online,,
10157,CA-2024-161333,29/03/2024,02/04/2024,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2312.1230807924053,4,42.3323021528321,,Cards,,
10158,US-2024-164147,12/07/2024,15/07/2024,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,116.56505690681524,9,7.022716097713735,,Cards,,
10159,CA-2024-126354,01/11/2024,03/11/2024,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,144.8542220538465,3,43.6950045739959,,COD,,
10160,CA-2024-127474,15/09/2024,17/09/2024,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,479.129415970997,5,159.89088746988546,,Online,,
10161,CA-2024-167703,08/03/2024,15/03/2024,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,1019.3021289807963,3,-4.6113588999379465,,COD,,
10162,CA-2024-127474,01/12/2024,04/12/2024,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1387.7855159423275,1,-29.556083325520863,,COD,,
10163,CA-2024-167703,06/10/2024,08/10/2024,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2537.3630758993577,2,38.23624280760919,,Cards,,
10164,CA-2024-126354,16/08/2024,21/08/2024,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,121.36447310374596,2,-2.906084957820604,,Cards,,
10165,CA-2024-127474,04/04/2024,11/04/2024,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,124.50801653126675,1,2.063855072338042,,Online,,
10166,CA-2024-127474,15/05/2024,18/05/2024,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,170.1576535336238,2,25.223240177748437,,COD,,
10167,CA-2024-169474,25/08/2024,30/08/2024,Standard Class,JF-15355,Jay Fein,Consumer,United States,Rochester,New York,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,145.3665301075374,3,9.255248501499741,,COD,,
10168,CA-2024-131282,15/11/2024,19/11/2024,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,Central,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,237.09791120705728,5,0.744209756772571,,Online,,
10169,CA-2024-131282,20/09/2024,24/09/2024,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,287.4069135115174,4,-480.142371279928,,Cards,,
10170,CA-2024-107517,15/03/2024,20/03/2024,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1747.3314021901729,5,513.8351643646564,,COD,,
10171,CA-2024-107517,06/06/2024,07/06/2024,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,2643.113726709955,5,43.54676776264111,,Online,,
10172,US-2024-101840,23/04/2024,30/04/2024,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,270.58807685560527,6,73.91462776373692,,Online,,
10173,CA-2024-115105,10/08/2024,15/08/2024,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",282.6955027081698,1,32.310029395783175,,COD,,
10174,CA-2024-122994,26/11/2024,28/11/2024,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",388.53712743294943,3,90.24966044592752,,Online,,
10175,CA-2024-154102,22/11/2024,23/11/2024,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,140.10129496299558,5,13.54051881489473,,COD,,
10176,US-2024-101840,24/12/2024,30/12/2024,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",142.97729791193848,4,17.610509707317867,,Online,,
10177,CA-2024-118773,05/05/2024,06/05/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,310.6401349322347,4,-450.02028113830943,,Online,,
10178,CA-2024-145807,27/06/2024,03/07/2024,Standard Class,SB-20190,Sarah Bern,Consumer,United States,Los Angeles,California,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,438.6890388930175,5,18.569972780490474,,Cards,,
10179,CA-2024-118773,21/10/2024,25/10/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,2367.7388992300175,2,18.089829243192376,,Online,,
10180,CA-2024-118773,19/08/2024,25/08/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,132.4392726932542,2,-2.7651767335614754,,Online,,
10181,CA-2024-150602,09/02/2024,11/02/2024,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",102.12959695925295,4,7.089225824860367,,Cards,,
10182,CA-2024-118773,05/07/2024,06/07/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,140.4569688229835,2,-34.08595731090645,,Cards,,
10183,CA-2024-124086,12/08/2024,14/08/2024,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",251.45045256196283,2,18.237378497939506,,COD,,
10184,CA-2024-123659,12/01/2024,19/01/2024,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),2107.7571602139424,4,11.224862312572089,,COD,,
10185,CA-2024-131828,07/07/2024,13/07/2024,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",135.6162418190839,3,9.260331518486819,1.0,Cards,,
10186,CA-2024-138156,14/09/2024,18/09/2024,First Class,MM-17260,Magdelene Morse,Consumer,United States,Columbus,Ohio,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",172.95491431836476,2,-4.083413252974427,,COD,,
10187,CA-2024-116204,14/05/2024,19/05/2024,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",880.9429459387529,7,8.155796460577022,,COD,,
10188,US-2024-118535,04/12/2024,07/12/2024,Standard Class,DJ-13510,Don Jones,Corporate,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,1005.7384880650004,2,10.522243458578416,,COD,,
10189,CA-2024-131828,10/09/2024,12/09/2024,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1057.1560376357288,4,109.54844343953566,1.0,Online,,
10190,CA-2024-154809,14/04/2024,21/04/2024,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",128.3653228262067,8,42.096100310077944,,Cards,,
10191,CA-2024-104801,13/04/2024,16/04/2024,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",121.60818627525639,1,23.95723954618148,,Cards,,
10192,CA-2024-104801,16/08/2024,21/08/2024,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,882.0178550299632,4,385.4154822573033,,Online,,
10193,CA-2024-104801,25/07/2024,30/07/2024,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,998.5743741256337,3,1.8990282206696016,,COD,,
10194,CA-2024-104906,02/09/2024,03/09/2024,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,102.83917270426608,3,9.706560044213187,,Cards,,
10195,CA-2024-151176,25/09/2024,01/10/2024,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,127.76813813477845,3,2.9375694763955424,,Online,,
10196,CA-2024-151176,03/06/2024,09/06/2024,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,145.51601444567595,3,7.018330355043538,,COD,,
10197,CA-2024-120019,17/04/2024,21/04/2024,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,647.6230044353347,3,88.10427711580762,,Cards,,
10198,CA-2024-163265,22/01/2024,27/01/2024,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,682.2925139427321,3,-9.314253822771603,,Online,,
10199,CA-2024-120019,31/05/2024,01/06/2024,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",876.6905644614444,1,7.834640227774904,,Online,,
10200,CA-2024-163265,31/03/2024,05/04/2024,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",115.03083234381481,1,-4.044778825556244,,COD,,
10201,CA-2024-163265,24/05/2024,30/05/2024,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",100.58970964263983,2,6.849888516386058,,Cards,,
10202,CA-2024-163265,17/12/2024,23/12/2024,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,144.1579210293027,6,3.6502026897688222,,Online,,
10203,CA-2024-118521,16/09/2024,18/09/2024,Standard Class,LF-17185,Luke Foster,Consumer,United States,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,148.31927619347383,2,20.05609487131508,,Online,,
10204,CA-2024-163265,27/03/2024,29/03/2024,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",165.896232735456,3,-9.04914634058272,,Online,,
10205,CA-2024-109085,05/08/2024,07/08/2024,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,109.79998780954917,1,-12.421671375558756,1.0,Online,,
10206,CA-2024-159149,24/01/2024,30/01/2024,First Class,CR-12820,Cyra Reiten,Home Office,United States,Houston,Texas,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",136.1630156010343,1,-18.10978650937431,,Online,,
10207,CA-2024-154039,30/11/2024,01/12/2024,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,178.3342173495728,1,11.606678801043813,,COD,,
10208,CA-2024-132647,02/03/2024,05/03/2024,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,206.57069768071918,5,43.14856620823371,,COD,,
10209,CA-2024-159149,11/01/2024,14/01/2024,First Class,CR-12820,Cyra Reiten,Home Office,United States,Houston,Texas,Central,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",218.37945958550586,6,57.617315147865284,,Online,,
10210,CA-2024-159149,10/01/2024,13/01/2024,First Class,CR-12820,Cyra Reiten,Home Office,United States,Houston,Texas,Central,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,498.3840186059368,4,-99.41732688614746,,COD,,
10211,CA-2024-109085,24/05/2024,31/05/2024,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",521.6931824718547,5,-119.98839717347333,1.0,Online,,
10212,CA-2024-154039,06/02/2024,09/02/2024,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",570.2334727805369,3,-294.99056173145993,,COD,,
10213,CA-2024-109085,20/01/2024,21/01/2024,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1003.2389339032125,5,-13.336562970825565,1.0,Online,,
10214,CA-2024-109085,27/02/2024,03/03/2024,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",99.72103759105907,5,-5.043178165876952,1.0,Online,,
10215,CA-2024-132647,14/12/2024,15/12/2024,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",135.23319877507925,2,6.034753872650965,,COD,,
10216,CA-2024-109085,16/05/2024,23/05/2024,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,136.87039247972413,2,8.740130288954687,1.0,Online,,
10217,US-2024-163195,01/11/2024,08/11/2024,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,129.95643322405226,3,9.338126483797483,,Online,,
10218,CA-2024-164707,07/03/2024,10/03/2024,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,157.4120870817506,3,50.45435537804431,,Online,,
10219,CA-2024-164707,06/09/2024,13/09/2024,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,214.74429985733173,3,10.47808972167769,,Online,,
10220,CA-2024-164707,05/05/2024,11/05/2024,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,94.7821259599528,2,5.184304123922277,,Online,,
10221,CA-2024-166415,14/02/2024,15/02/2024,Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,929.6969121547671,3,0.22319193652848918,,COD,,
10222,CA-2024-122693,17/01/2024,22/01/2024,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1290.9487829815519,7,376.9620691276516,,COD,,
10223,CA-2024-134838,16/03/2024,23/03/2024,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,146.19357202678262,3,3.556392409688427,,Online,,
10224,CA-2024-134838,15/06/2024,21/06/2024,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,116.47129420505372,3,13.085862895963377,,Online,,
10225,CA-2024-135937,17/06/2024,18/06/2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,105.74389410361253,2,-7.356592980702727,,Online,,
10226,CA-2024-135937,13/08/2024,15/08/2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",122.49028467247855,2,16.75964199169317,,Online,,
10227,CA-2024-105809,03/08/2024,08/08/2024,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,273.66370102920513,2,20.499247540651666,,COD,,
10228,CA-2024-135937,14/02/2024,16/02/2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,389.6961750983328,3,28.235689219925394,,Online,,
10229,CA-2024-135937,02/06/2024,08/06/2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,460.99904384610755,9,-199.07800682336202,,COD,,
10230,CA-2024-135937,24/11/2024,01/12/2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,945.8294714262529,5,4.178338252304321,,Online,,
